,Anuncio,Descricao
13,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/galaxy-watch4-lte-44mm-1079057232,"Relógio Galaxy Watch LTE 44mm em perfeito estado. Está com película na tela. 3 meses de uso. Vendendo com pena e dor no coração kkkk, apenas pelo motivo de incompatibilidade com o iPhone 12. Mudei a marca do celular e infelizmente não consegui conectá-lo."
14,https://mg.olx.com.br/belo-horizonte-e-regiao/computadores-e-acessorios/gtx-1050-ti-windforce-oc-4g-1079057126,"Estou usando ela atualmente enquanto não enquanto não vendo ela, 2 anos de uso.
Chipset
GeForce® GTX 1050 Ti
CUDA® Cores
768
Memory Clock
7008 MHz
Memory Size
4 GB
Memory Type
GDDR5
Memory Bus
128 bit
Card Bus
PCI-E 3.0 x 16
Digital max resolution
7680x4320
Multi-view
4
Card size
H=40 L=229 W=118 mm
PCB Form
ATX
DirectX
12
OpenGL
4.5
Power requirement
300W
Power Connectors
6 pin*1
Output
Dual-link DVI-D *1
HDMI-2.0b*3 (Max Resolution: 4096x2160 @60 Hz)
Display Port-1.4 *1 (Max Resolution: 7680x4320 @60 Hz)"
15,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/celulares/iphone-6s-1079057096,Iphone Apple 6s com carregador e poucas marcas de uso 
16,https://mg.olx.com.br/belo-horizonte-e-regiao/computadores-e-acessorios/pc-gamer-ryzen-7-5700g-com-video-integrado-com-monitor-aoc-27-144hz-1078531367,"Vendo PC GAMER Ryzen 7 com monitor, valor pago na compra : R$ 6.200,00 Data do pedido:  19/04/2022 .
Computador com 4 meses de uso apenas, estou vendendo pois preciso do dinheiro, tenho notas exceto as caixas, aceito propostas.

SSD Kingston NV1, 250GB, M.2 2280, PCIe NVMe, Leitura 2100 MB/s, Gravacao 1100 MB/s, SNVS/250G 

Placa Mae Asus TUF GAMING B550M-PLUS DDR4 Socket AM4 Chipset AMD B550 

Processador AMD Ryzen 7 5700G, 8-Core, 16-Threads, 3.8GHz (4.6GHz Turbo), Cache 20MB, AM4, 100-100000263BOX

Fonte Corsair CX Series CX450M, 80 Plus Bronze 450W Semi-Modular, CP-9020101-BR

2 Pentes Memória Corsair Vengeance LPX 8GB 3000Mhz DDR4 C16 Black - CMK8GX4M1D3000C16

Water Cooler Pcyes Sangue Frio 2 120mm - PSF2120H33PTSL

Monitor Gamer AOC Hero 27"" IPS 144Hz 1ms FHD G-Sync VGA/HDMI/DP, 27G2/B"
17,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/moto-one-1079057027,"Moto one 
64 gigas
Tudo funcionando
Apenas película trincada
Contem carregador e nota fiscal
480,00"
18,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/carregador-iphone-turbo-20w-original-entrega-gratuita-em-toda-bh-1079056962,"Carregador Anker PowerPort Ill 20w
? R$ 99,90 a vista ou R$ 119,90 12x sem juros
? Aceitamos todos os cartões de Crédito (consultar taxas para parcelamento), pagamento via pix, picpay e transferência bancaria.
? Entregamos em BH e Região - Algumas regiões com frete grátis.
?(031) ... ver número

Seu Iphone novinho não veio com a fonte tipo C 20W né?

Não se preocupe, aqui voçe encontra um das melhores marcas de carregadores do mercado com um super preço

Carregador Anker PowerPort Ill 20w

Chegou o carregador Turbo que faltava para seu aparelho.
Compatibilidade universal: a tecnologia PowerIQ 3.0 exclusiva da Anker oferece suporte a uma ampla gama de protocolos de carregamento para garantir compatibilidade perfeita e velocidades de carregamento otimizadas para praticamente qualquer dispositivo móvel.

Dentre eles os modelos:
Iphone 8, X, 11, 12, 13, Pro, Pro Max.

Samsung Galaxy S20, S21, FE,Ultra.

Potência de Saída Total 20W Entrada: 100-240V 0.6A 50 60Hz Saída: 5V ¿ 3A 15W / 9V ¿ 2.22A 20W Dimensões: mm x mm x 33 39 40mm (não incluindo a ficha)

Apenas 33mm de espessura,você pode facilmente levar este carregador de alta-velocidade com você em qualquer lugar.


Melhor Fonte custo benefício do mercado, com uma qualidade diferenciada, quem possui uma dificilmente acaba retornando para outra."
19,https://mg.olx.com.br/regiao-de-juiz-de-fora/computadores-e-acessorios/webcam-usb-camera-stream-youtube-aula-ead-reuniao-plug-play-1079056943,"Webcam Full Hd 1080p Usb Câmera Stream Alta Resolução com Microfone para Computador Plug & Play Mini

Pronta entrega! Aceitamos Cartões De Crédito 
ENTREGA GRATUITA E NO MESMO DIA, PARA JUIZ DE FORA! 
********* Me Chame no Whatsapp 32 ... ver número***********

FULL HD 1080P USB CÂMERA STREAM ALTA RESOLUÇÃO
? Alta Resolução;
? Plug and Play (basta plugar);
? Ótima para trabalhar Home Office, fazer Lives, participar de aulas onlines;
? Comprimento do fio: 1,3 metros;
? Tamanho: 7cm x 5cm;
? Tipo de interface: USB 2.0;
? Foco ajustável;
? Microfone integrado;
? Ajuste universal para notebooks ou monitores.

Itens Inclusos:

01x Webcam Full Hd;
01x Manual de Instruções.

Suas transmissões em 1080p não deixam nenhum detalhe escapar com qualidade, nitidez e cores vibrantes.
 Lente de 2.0MP + autofoco - o rápido foco automático permite que o vídeo seja mais nítido e com 2.0MP ela serve para todos os tipos de aplicação. 

Microfone integrado - o microfone com redução de ruídos irá garantir que suas transmissões serão ouvidas em alto e bom som.

- Microfone com cancelamento de ruído
- Clipe universal para notebooks ou monitores
- Auto-ajuste de iluminação
- Plug and Play: USB 2.0
- Cor: Preto
- Base giratória 360º
Tamanho: 7 Cm x 5 Cm
Comprimento do fio: 1,3 metros.
Peso: 62g

Vídeo HD: Vídeo Full HD , foco automático e correção avançada de luz para conversas nítidas e precisas. Fácil de usar: conexão USB Plug-And-Play para PC ou Mac com Windows. Campo de visão de 360 graus: veja mais em Widescreen Real sem precisar reposicionar a câmera. Microfones Omnidirecionais Integrados: microfones estéreo para captação de voz nítida e limpa. Obturador de privacidade conveniente: Fechamento fácil da lente para maior privacidade e segurança. Múltiplas opções de montagem: Rosca de clipe e tripé integrada para fácil montagem em monitores LCD, laptops e mesas. Dispositivo de suporte: Suporte para o sistema operacional Windows 2000, XP, XP2, Vista, Win7, Win8, Win10, MacOS, sistema operacional Linux .

Pacote Inclui:
01 Webcam Full Hd
01 Manual de Instruções

Pronta entrega! Aceitamos Cartões De Crédito 
ENTREGA GRATUITA E NO MESMO DIA, PARA JUIZ DE FORA! 
********* Me Chame no Whatsapp 32 ... ver número***********"
20,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-11-preto-excelente-1079056884,"iPhone 11 black 64GB em ótimo estado, acompanha película de privacidade, película traseira na câmera e 2 cases, oportunidade.

Analiso ofertas de troca.

"
21,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-8-plus-1079056777,"Motivo era venda: comprei outro. iPhone 8 Plus com 64GB sem NENHUMA marca de uso, tudo perfeito!!! com a nota fiscal. para mais informações chamar no chat. "
22,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/computadores-e-acessorios/notebook-gamer-dell-g15-rtx-3050-display-120-hz-original-na-caixa-16gb-ram-1077603830,"Modelo: Notebook Gamer
DELL G15-i1100-M30P

Especificações e Conclusões, respectivamente: 

DELL G15 com Windows 11 

Processador Intel Core i5 11400H de 11ª geração, voltado para melhor desempenho gráfico. 

Placa de vídeo dedicada GeForce RTX 3050 (4GB VRAM) 

Tela de 120 Hz  FHD 15.6""

512GB de armazenamento do tipo SSD, que torna mais rápida a inicialização de jogos 

16 GB de Memória RAM ( 2 x 8 GB ): 

-1 Memória RAM de 8GB fábrica [-3200mHz base]
-1 Memória RAM de 8GB Crucial [-3200mHz em XMP (config para obter o max da Ram)] 

** RAM Expansível ate 32GB ** 

Teclado retroiluminado em cores RGB
__________________________________________

Computador ainda novo, pouquíssimo tempo de uso, vai acompanhado da caixa original e de nota fiscal, ainda com garantia da fabricante DELL.
Unica modificação feita por mim foi a adição de um pente de 8GB de memória ram para trabalhar em dual-channel e garantir maior estabilidade quando em ""multi-tarefas"".
__________________________________________ 
*Retirada em mãos somente Araguari (MG)*
__________________________________________ 

Detalhamento da minha experiência:
É um notebook muito versátil, rápido e estável para qualquer jogo/trabalho pesado, pois a RTX aguenta bastante a demanda e o processador não deixa a desejar.
E apesar do teclado ser em formato de teclas Americano, é possível acostumar a usá-lo em ABNT (português) tranquilamente. É potente o suficiente para rodar todos os jogos da atualidade em qualidade satisfatória e a nível competitivo, sem travas nem ""stutter"". A exemplo disso, eu costumava jogar Warzone a mais de 100FPS estáveis nele, e outros jogos como Rocket League rodam a + de 244 FPS. A tela com brilho potente e espectro de cores grande + a taxa de atualização de 120Hz deixam qualquer gameplay rodando lisa.
Alguns reclamam a respeito da temperatura, no entanto, se você fizer configurações simples para regulagem da mesma, não encontrará problemas. Assim como eu não tive. 
Dica: ThrottleStop é um exemplo simples para tal config.
__________________________________________ 


Atenciosamente, Luciano."
23,https://mg.olx.com.br/belo-horizonte-e-regiao/audio-tv-video-e-fotografia/camera-filmadora-1079056765,Camera HD 319... ver número
24,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/computadores-e-acessorios/pc-gamer-novo-pessoas-exigentes-ryzen-5-pro-2400ge-16gb-1079056647,"Os computadores da Heti Informática são montados com todo cuidado possível, por especialista de hardware com formação e certificação.

Todas as montagens passam por testes de desempenho, as peças são novas e com garantia.

Sinta se a vontade para tirar todas as dúvidas necessárias.

WhatsApp - (34)... ver número

Informações do Computador:

Processador - AMD Ryzen 5 PRO 2400GE
Memória RAM DDR4 8GB x2 3000MHz - 16GB
Armazenamento SSD NVME - 500GB
Fonte de Alimentação - 500W 80 Plus Bronze
Gabinete - Gamer com vidro temperado
Cooler Fan - 6 Coloridos
Garantia - 6 Meses

Formas de pagamentos:

PIX, Boleto e Cartão de Crédito.

Valores para parcelamento no cartão de crédito:

1 x R$ 3.500,00
2 x R$1,831,31
3 x R$1,228,72
4 x R$ 927,50
5 x R$ 746,75
6 x R$ 626,23
7 x R$ 543,54
8 x R$ 478,61
9 x R$ 428,15
10 x R$ 387,77
11 x R$ 354,76
12 x R$ 327,24"
25,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/celulares/capas-cases-para-celulares-varios-modelos-disponiveis-1079056448,"?CAPAS CASE AVELUDADAS PARA CELULARES?

Siga nossa loja no Instagram e não perca as novidades ?
https://instagram.com/junioor_software

Deixe seu aparelho elegante e mais protegido com essas lindas capinhas , temos para vários modelos das seguintes marcas abaixo

?XIAOMI
?MOTOROLA
?IPHONE
?LG
?SAMSUNG

Consulte disponibilidade do seu modelo e cores

            ?Apenas 20,00$ avista?
?Aceitamos cartões consulte condições ?

ENTREGAMOS NA MAIORIA DOS BAIRROS DE MOC

WHATSAPP: (38)... ver número"
26,https://mg.olx.com.br/belo-horizonte-e-regiao/computadores-e-acessorios/logitech-g203-custom-paracord-feets-tiger-grip-hotline-1079056449,"Mouse TOP custom, novinho. Em mãos da pra ver melhor. Vendendo nesse preço porque preciso muito de dinheiro.

Aceito trocas do meu interesse."
27,https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/audio-tv-video-e-fotografia/mini-caixa-de-som-resistente-agua-para-banho-caixinha-banheiro-bluetooth-android-e-ios-1079056436,"? DESCRIÇÃO DO PRODUTO:
- Compre seu alto falante Bluetooth e se divirta ouvindo suas músicas favoritas na beira da piscina, ou durante o banho.
- Compatível com todos os celulares e Smartphones do mercado que possua a tecnologia Bluetooth.
- O alto falante é impermeável: Pode ser usado no banho, piscina, praia ou qualquer outro ambiente úmido.
- Você pode conectá-lo ao seu telefone celular, tablets, notebooks ou com qualquer outro equipamento que tenha Bluetooth.
- A qualidade e potência do som estéreo chegam a ser inacreditável.
- O alto falante ainda conta com cm microfone embutido para as suas chamadas telefônicas.
- A ventosa de alta fixação permite que o alto falante seja fixado em vários lugares diferentes.
- Sua bateria é recarregável e integrada, podendo ser recarregada através do cabo USB.

ITENS INCLUSOS:
01 Caixa de som água bts-06.
01 Manual.
01 Cabo Dc5V(carregador).

venha nos conhecer @banker.imports
WhatsApp (35)... ver número"
28,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/celulares/samsung-flip3-5g-128-giga-8-meses-de-uso-1079056014,Entrego em Uberlândia ou Uberaba não envio troco por iPhone 13 pra cima ou s22 ultra passo cartão com juros da máquina 
29,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/celulares/iphone-11-pro-max-256-gb-1079055990,"iPhone com 85% de saúde da bateria

Completo acompanha caixa fone e carregador. "
30,https://mg.olx.com.br/belo-horizonte-e-regiao/computadores-e-acessorios/impressora-epson-1800-semi-nova-1079055902,"A Impressora Epson Tanque de Tinta L1800 foi feita para quem busca qualidade fotográfica em suas impressões. Desenvolvida para fotógrafos, arquitetos, estúdios fotográficos e/ou agências de design, ela une a maior resolução de impressão do segmento, injeção de gotas de tintas tão pequenas quanto 1,5 picolitros e a utilização de 6 cores de tinta (Preto, Ciano, Magenta, Amarelo, Ciano Claro e Magenta Claro), oferecendo impressão de qualidade incomparável, altíssima riqueza de detalhes e ainda tinta de secagem rápida.
Além disso, a L1800 conta com tecnologia Ecotank que permite alto rendimento e baixíssimo custo de impressão."
31,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/computadores-e-acessorios/gpu-nvidia-tesla-m40-1079055778,"Excelente GPU Nvidia Tesla M40, 24 gb, em perfeito estado de uso e conservação. É necessário a motherboard ter o recurso 4G Decoding para funcionar. O Valor anunciado de 3500 reais é referente as duas  GPU's."
32,https://mg.olx.com.br/belo-horizonte-e-regiao/computadores-e-acessorios/notebook-gamer-seminovo-samsung-odyssey-i7-16gb-geforce-gtx-1060-6gb-ssd-128gb-hd-1tb-1076236519,"Notebook Gamer Seminovo em perfeito estado e em pleno funcionamento. 

Especificações Técnicas:
- Processador Intel Core i7 7700HQ
- Placa de Vídeo NVIDIA GeForce GTX 1060 (6GB VRAM)
- 16GB Memória RAM
- SSD M2 240GB
- HD 1TB"
33,https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/audio-tv-video-e-fotografia/tv-led-samsung-32-polegadas-semi-nova-nao-smart-1079055552,"Televisão LED Samsung 32 polegadas, bem preservada e limpa. Sem marcas de dedo, sem arranhões.

Acompanha:

- 1 controle
- 1 cabo de alimentação 

- 2 entradas HDMI
- 2 Entradas USB
- Entradas AV
"
34,https://mg.olx.com.br/belo-horizonte-e-regiao/audio-tv-video-e-fotografia/tourobox-pro-liberador-instalamos-entrega-gratuita-em-toda-bh-1079055526,"Touro Box Pro 2gb memoria Ram, Canais, Filmes e séries.

? R$ 499,90 no Dinheiro ou Pix.
? Parcelado No Cartão:
1x 514,67
2x 261,48 = 522,96
3x 175,70 = 527,10
4x 132,84 = 531,36
5x 107,15 = 535,63
6x 90,02 = 539,97
7x 77,81 = 544,43
8x 68,65 = 548,92
9x 61,56 = 553,48
10x 55,88 = 558,17
11x 51,19 = 562,89
12x 47,34 = 567,75

? Entregamos em BH e Região - Algumas regiões com frete grátis.
?(031) ... ver número"
35,https://mg.olx.com.br/belo-horizonte-e-regiao/videogames/cartucho-sonic-the-hedgehod-game-gear-1079055324,Cartucho do jogo ?Sonic The Hedgehod? para Game Gear da Sega. Original e acompanha case da Sega.
36,https://mg.olx.com.br/belo-horizonte-e-regiao/audio-tv-video-e-fotografia/xplus-2gb-nova-versao-entrega-gratuita-em-toda-bh-1079055285,"In XPlus 2gb Ram

Funciona apenas com a internet.

? R$ 479,90 no Dinheiro ou Pix.
? Parcelado No Cartão:
1x 494,08
2x 251,02 = 502,04
3x 168,67 = 506,01
4x 127,54 = 510,10
5x 102,84 = 514,20
6x 86,41 = 518,36
7x 74,69 = 522,65
8x 65,87 = 526,96
9x 59,09 = 531,33
10x 53,62 = 535,84
11x 49,17 = 540,37
12x 45,52 = 545,03

? Entregamos em BH e Região - Algumas regiões com frete grátis.
?(031) ... ver número"
37,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/ipad-9-256-gb-novo-lacrado-1068757305,"Aparelhos NOVOS LACRADOS 

Originais e Homologados pela ANATEL 

Possuem NOTA e 1 ano garantia APPLE 

Parcelo em até 12 X no cartão de crédito.

NÃO ABAIXO O VALOR !!!

NÃO FAÇO ENVIO 
TENHO LOJA FÍSICA EM BH E ENTREGO EM MÃOS TAMBÉM 

Watsap (31)... ver número"
38,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-13-pro-max-128-gb-novos-promocao-de-agosto-1073540546,"Aparelho NOVO LACRADO 

Original e Homologado pela ANATEL 

Possui NOTA e 1 ano garantia APPLE 

Parcelo em até 12 X no cartão de crédito.

NÃO ABAIXO O VALOR !!!

NÃO FAÇO ENVIO 
TENHO LOJA FÍSICA EM BH E ENTREGO EM MÃOS TAMBÉM 

Watsap (31)... ver número"
39,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/celulares/iphone-11-64gb-955706328,"Iphone 11 64gb Branco Lacrado Garantia apple de 1 ano

R$ 3450,00

Com brindes de capinha película

Temos toda a linha de Xiaomi e iPhone disponíveis com os melhores preços da região .. dividimos em até 18x e garantia em todos os telefones

Loja 164a/b 3° Piso - Shopping popular

@Velocellxiaomi
(38)... ver número - Loja
(38)... ver número - Tiago"
40,https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/celulares/iphone-xs-max-1079055163,"Celular super conservado, apenas um trinco no VIDRO da câmera, que não afeta a qualidade, 88% está a saúde da bateria, nunca abri o celular e nem troquei nada, vendendo pois preciso de dinheiro, se alguém chegar com 8 plus ou 7 plus com uma volta bacana eu pego, Pouso Alegre e região eu busco, dependendo cobro taxa."
41,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/celular-samsung-1079055071,"Celular Samsung M52, novíssimo, na caixa, nunca usado, com nota fiscal. 
Obs.: Não aceito troca e nem negocio valor."
42,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/celulares/fone-bluetooth-1079055032,"Vendo fone novo. Bateria muito boa.

Entrego 
"
43,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/computadores-e-acessorios/vendo-pc-gamer-1079054800,"Jogava CSGO e GTAV 
i3 3220
8gb de ram
500gb HD
Fonte 500w real
Placa de vídeo Radeon hd5890 1gb DDR5
Aceito cartao"
44,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-11-usado-256-gb-mais-informacoes-chama-no-chat-1079054654,Mais informações chama no chat aq pela OLX 
45,https://mg.olx.com.br/belo-horizonte-e-regiao/audio-tv-video-e-fotografia/mine-camera-fone-celular-1079054628,Mine Camera com entrada cartão de memória sem wi-fi só gravação 79 reais... fone celular original 60 reais.. cabo HD conversion cable HDTV para notebook.. tv..esmart...e outros..
46,https://mg.olx.com.br/belo-horizonte-e-regiao/computadores-e-acessorios/gt-210-1079054568,"Vendo gpu GT 210 
Motivo: comprei uma melhor (a gigabyte da foto)
Usava ela para vídeo no PC já que meu processador não tem vídeo, ela e bem básica!

Dependendo do local, faço a entrega!"
47,https://mg.olx.com.br/regiao-de-juiz-de-fora/celulares/carregador-portatil-slim-pineng-bateria-extra-power-bank-5000mah-1079054562,"                 Aceitamos Cartões De Crédito
ENTREGA GRATUITA E NO MESMO DIA, PARA JUIZ DE FORA!
***** Chame no Whatsapp 32 ... ver número*****

Novo Lançamento Slim, com Painel em Led para acompanhar a capacidade e potencia de carga. Pineng de 5000mAh de alta capacidade e velocidade de Carregamento, com a tecnologia quick charger 3.0 que possui a função turbo nativa para carregamento. Suficiente para continuar por uma longa jornada em um
Dia fora, viagens ou emergência.

Bateria de polímero de lítio de alta densidade incorporada, boa eficiência para o armazenamento de energia

Novidade - Três entradas usb para Carregamento.
Possui 3 entradas USB, uma lightining (iphone), tipo C (type-C)
E micro Usb (maioria dos celulares). Pode usar qualquer cabo com uma
Das entradas que servirá perfeitamente Isso que é ser carregador universal.

Três Saídas USB
Uma saida Turbo Quick Charger 3.0 para carregamento ultra rápido para os aparelhos que oferecem suporte e 2 saídas com corrente 2.4A podem carregar telefones, almofadas
Ou outros pequenos dispositivos eletrônicos simultaneamente
Compatível com a maioria dos celulares, tablets
E outros dispositivos móveis pequenos. Serve para toda linha Iphone,
Ipad, Samsung Galaxy e Outros

Material exterior em ABS e PC
Feito de materiais ABS e PC ecológicos com processo de fundição sob
Pressão ultra-Sônica, proporcionando um sentimento de mão confortável

Parâmetros:
Capacidade: 5000mAh, 74Wh
Bateria: polímero de lítio de alta densidade
Entrada: 5V 3A/2A (8 Pin 2A / Type-C 3A / Micro USB 2A)
Saída USB: 1 Saida USB de 5V 3.0A e 2 Saidas USB de 5V 2.1A
Dimensões: 20x9,5x1cm
Peso: Aprox. 400g

Itens Inclusos:
1 X Pineng Slim 5000mah
1 X Manual

Não acompanha cabo usb para carregamento, para poder ser usado qualquer por qualquer Cabo para carregamento do power bank

                 Aceitamos Cartões De Crédito
ENTREGA GRATUITA E NO MESMO DIA, PARA JUIZ DE FORA!
***** Chame no Whatsapp 32 ... ver número*****"
48,https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/computadores-e-acessorios/caixa-de-som-mini-caixinha-bluetooth-portatil-usb-sd-fm-1079054546,"CARACTERISTICAS
- Caixa Bluetooth com atendimento de chamadas
- Entrada USB
- Cartão de memoria
- Pendrive
- Bateria recarregável
- Microfone embutido
- Acompanha cabo USB
- Sintoniza radio FM
- Compacta, de facil transporte, com boa potencia e qualidade de audio.

Itens Inclusos:
- 01 Mini Caixa de Som
- 01 Cabo USB/Mini USB para carregamento
- 01 Manual em português(BR)

venha nos conhecer @banker.imports
WhatsApp (35)... ver número"
